Key,english
schematictacticalFlashlightSurefireX400,"Tactical Surefire X400 Flashlight[-] schematic"
schematictacticalFlashlightSurefireX400Desc,"Reading this allows you to craft the Tactical Surefire X400 Flashlight Attachment"
schematictacticalFlashlightZenit2U,"Tactical Zenit2U[-] Flashlight"
schematictacticalFlashlightZenit2UDesc,"Reading this allows you to craft the Tactical Zenit2U Flashlight Attachment"
schematictacticalFlashlightArmyTekPredator,"Tactical ArmyTek Predator Flashlight[-] schematic"
schematictacticalFlashlightArmyTekPredatorDesc,"Reading this allows you to craft the Tactical ArmyTek Predator Flashlight Attachment"
schematictacticalFlashlightUltraFire,"Tactical UltraFire Flashlight[-] schematic"
schematictacticalFlashlightUltraFireDesc,"Reading this allows you to craft the Tactical UltraFire Flashlight Attachment"
schematictacticalFlashlightWMX200,"Tactical WMX200 Flashlight[-] schematic"
schematictacticalFlashlightWMX200Desc,"Reading this allows you to craft the Tactical WMX200 Flashlight Attachment"

schematicatlasv8bt10,"v8bt10 atlas[-] schematic"
schematicatlasv8bt10Desc,"Reading this allows you to craft the v8bt10 atlas Attachment"

schematictactickitSKSTAPCO,"SKS TAPCO tactickit[-] schematic"
schematictactickitSKSTAPCODesc,"Reading this allows you to craft the SKS TAPCO tactickit Attachment"
schematictactickitDSARPD,"DSARPD tactickit[-] schematic"
schematictactickitDSARPDDesc,"Reading this allows you to craft the DSARPD tactickit Attachment"

schematicar15coltm20340x46,"ar15 col tm203 (40x46)[-] schematic"
schematicar15coltm20340x46Desc,"Reading this allows you to craft the ar15 col tm203 (40x46) Attachment"
schematicaktozgp2540vog,"aktozgp (2540vog)[-] schematic"
schematicaktozgp2540vogDesc,"Reading this allows you to craft the aktozgp (2540vog) Attachment"

schematicuziiwiverticalgriprailed,"Railed Uzi IWI Vertical Grip[-] schematic"
schematicuziiwiverticalgriprailedDesc,"Reading this allows you to craft the Railed Uzi IWI Vertical Grip Attachment"
schematicallhksturmgriffassaultgrip,"lhksturm Griff Assault Grip[-] schematic"
schematicallhksturmgriffassaultgripDesc,"Reading this allows you to craft the lhksturm Griff Assault Grip Attachment"
schematicforegripallmagpulrvg,"Magpul RVG[-] schematic"
schematicforegripallmagpulrvgDesc,"Reading this allows you to craft the Magpul RVG Attachment"
schematicforegripallzenitrk1,"Zenit RK-1 VG[-] schematic"
schematicforegripallzenitrk1Desc,"Reading this allows you to craft the Zenit RK-1 Attachment"
schematicforegripallzenitb25urk1,"Zenit RK-1 (B-25U)[-] schematic"
schematicforegripallzenitb25urk1Desc,"Reading this allows you to craft the Zenit RK-1 (B-25U) Attachment"

schematicscopePU3_5x,"PU 3.5x Scope[-] Schematic"
schematicscopePU3_5xDesc,"Reading this allows you to craft the PU 3.5x Scope Attachment:"
schematicscopeaimpointAcroP1,"Aimpoint ACRO P-1 Reflex Sight[-] Schematic"
schematicscopeaimpointAcroP1Desc,"Reading this allows you to craft the Aimpoint ACRO P-1 Reflex Sight Attachment:"
schematicscopeaimpointAcroP1canted,"Aimpoint ACRO P-1 reflex sight (Canted)[-] Schematic"
schematicscopeaimpointAcroP1cantedDesc,"Reading this allows you to craft the Aimpoint ACRO P-1 reflex sight (Canted) Attachment:"
schematicscopeaimpointMicroH2,"Aimpoint Micro H2 Reflex Sight[-] Schematic"
schematicscopeaimpointMicroH2Desc,"Reading this allows you to craft the Aimpoint Micro H2 Reflex Sight Attachment:"
schematicscopeaimpointMicroH2canted,"Aimpoint Micro H-2 reflex sight (Canted)[-] Schematic"
schematicscopeaimpointMicroH2cantedDesc,"Reading this allows you to craft the Aimpoint Micro H-2 reflex sight (Canted) Attachment:"
schematicscopeaimpointMicroT1,"Aimpoint Micro T1 Reflex Sight[-] Schematic"
schematicscopeaimpointMicroT1Desc,"Reading this allows you to craft the Aimpoint Micro T1 Reflex Sight Attachment:"
schematicscopeaimpointMicroT1canted,"Aimpoint Micro T-1 reflex sight (Canted)[-] Schematic"
schematicscopeaimpointMicroT1cantedDesc,"Reading this allows you to craft the Aimpoint Micro T-1 reflex sight (Canted) Attachment:"
schematicscopeBelOMOpk06,"BelOMO PK-06 Reflex Sight[-] Schematic"
schematicscopeBelOMOpk06Desc,"Reading this allows you to craft the BelOMO PK-06 Reflex Sight Attachment:"
schematicscopeBelOMOpk06canted,"BelOMO PK-06 reflex sight (Canted)[-] Schematic"
schematicscopeBelOMOpk06cantedDesc,"Reading this allows you to craft the BelOMO PK-06 reflex sight (Canted) Attachment:"
schematicscopeburrisfastfire,"Burris Fastfire Reflex 3 Sight[-] Schematic"
schematicscopeburrisfastfireDesc,"Reading this allows you to craft the Burris Fastfire Reflex 3 Sight Attachment:"
schematicscopeburrisfastfirecanted,"Burris FastFire 3 reflex sight (Canted)[-] Schematic"
schematicscopeburrisfastfirecantedDesc,"Reading this allows you to craft the Burris FastFire 3 reflex sight (Canted) Attachment:"
schematicscopeSIGromeo4,"SIG SAUER ROMEO 4 Reflex Sight[-] Schematic"
schematicscopeSIGromeo4Desc,"Reading this allows you to craft the SIG SAUER ROMEO 4 Reflex Sight Attachment:"
schematicscopeSIGromeo4canted,"SIG Sauer ROMEO4 reflex sight (Canted)[-] Schematic"
schematicscopeSIGromeo4cantedDesc,"Reading this allows you to craft the SIG Sauer ROMEO4 reflex sight (Canted) Attachment:"
schematicscopeRMR,"Trijicon RMR Reflex Sight[-] Schematic"
schematicscopeRMRDesc,"Reading this allows you to craft the Trijicon RMR Reflex Sight Attachment:"
schematicscopeRMRcanted,"Trijicon RMR reflex sight (Canted)[-] Schematic"
schematicscopeRMRcantedDesc,"Reading this allows you to craft the Trijicon RMR reflex sight (Canted) Attachment:"
schematicscopeleupolddeltapoint,"Leupold DeltaPoint Reflex Sight[-] Schematic"
schematicscopeleupolddeltapointDesc,"Reading this allows you to craft the Leupold DeltaPoint Reflex Sight Attachment:"
schematicscopeleupolddeltapointcanted,"Leupold DeltaPoint reflex sight (Canted)[-] Schematic"
schematicscopeleupolddeltapointcantedDesc,"Reading this allows you to craft the Leupold DeltaPoint reflex sight (Canted) Attachment:"
schematicscopeAimPointCompM4,"AimPoint CompM4 Reflex Sight[-] Schematic"
schematicscopeAimPointCompM4Desc,"Reading this allows you to craft the AimPoint CompM4 Reflex Sight Attachment:"
schematicscopeAimPointPro,"AimPoint PRO Reflex Sight[-] Schematic"
schematicscopeAimPointProDesc,"Reading this allows you to craft the AimPoint PRO Reflex Sight Attachment:"
schematicscopeaksionEKP818,"Aksion Kobra EKP-8-18 Reflex Sight[-] Schematic"
schematicscopeaksionEKP818Desc,"Reading this allows you to craft the Aksion Kobra EKP-8-18 Reflex Sight Attachment:"
schematicscopeaksionEKP1s03,"Aksion Kobra EKP-1S-03 Reflex Sight Dovetail[-] Schematic"
schematicscopeaksionEKP1s03Desc,"Reading this allows you to craft the Aksion Kobra EKP-1S-03 Reflex Sight Dovetail Attachment:"
schematicscopeaksionEKP802,"Aksion Kobra EKP-8-02 Reflex Sight Dovetail[-] Schematic"
schematicscopeaksionEKP802Desc,"Reading this allows you to craft the Aksion Kobra EKP-8-02 Reflex Sight Dovetail Attachment:"
schematicscopeBelOMOdovetailPKAA,"BelOMO PK-AA Reflex Sight Dovetail[-] Schematic" 
schematicscopeBelOMOdovetailPKAADesc,"Reading this allows you to craft the BelOMO PK-AA Reflex Sight Dovetail Attachment:"
schematicscopeElcanSpecterHCO,"Elcan Specter HCO Holographic Sight[-] Schematic"
schematicscopeElcanSpecterHCODesc,"Reading this allows you to craft the Elcan Specter HCO Holographic Sight Attachment:"
schematicscopeLeapersUTG,"Leapers UTG Reflex Sight[-] Schematic"
schematicscopeLeapersUTGDesc,"Reading this allows you to craft the Leapers UTG Reflex Sight Attachment:"
schematicscopeNPZPK1,"NPZ PK-1 Obzor Reflex Sight Dovetail[-] Schematic"
schematicscopeNPZPK1Desc,"Reading this allows you to craft the NPZ PK-1 Obzor Reflex Sight Dovetail Attachment:"
schematicscopeOKP7dovetail,"OKP-7 Reflex Sight Dovetail[-] Schematic"
schematicscopeOKP7dovetailDesc,"Reading this allows you to craft the OKP-7 Reflex Sight Dovetail Attachment:"
schematicscopeSIGRomeo8T,"SIG Sauer ROMEO8T Reflex Sight[-] Schematic"
schematicscopeSIGRomeo8TDesc,"Reading this allows you to craft the SIG Sauer ROMEO8T Reflex Sight Attachment:"
schematicscopeSRS02,"Trijicon SRS 02 Reflex Sight[-] Schematic"
schematicscopeSRS02Desc,"Reading this allows you to craft the Trijicon SRS 02 Reflex Sight Attachment:"
schematicscopeValdayKrechet,"Valday Krechet Reflex Sight[-] Schematic"
schematicscopeValdayKrechetDesc,"Reading this allows you to craft the Valday Krechet Reflex Sight Attachment:"
schematicscopeValdayPK120,"Valday PK-120 Reflex Sight[-] Schematic"
schematicscopeValdayPK120Desc,"Reading this allows you to craft the Valday PK-120 Reflex Sight Attachment:"
schematicscopeVOMZPiladP1,"VOMZ Pilad P1x42 Reflex Sight[-] Schematic"
schematicscopeVOMZPiladP1Desc,"Reading this allows you to craft the VOMZ Pilad P1x42 Reflex Sight Attachment:"
schematicscopeVortexRazorAMGUH1,"Vortex Razor AMG UH-1 Reflex Sight[-] Schematic"
schematicscopeVortexRazorAMGUH1Desc,"Reading this allows you to craft the Vortex Razor AMG UH-1 Reflex Sight Attachment:"
schematicscopewalthermrsreflex,"Walther MRS Reflex Sight[-] Schematic"
schematicscopewalthermrsreflexDesc,"Reading this allows you to craft the Walther MRS Reflex Sight Attachment:"
schematicscopeWilcoxBossXeHP,"Wilcox BOSS Xe Reflex Sight[-] Schematic"
schematicscopeWilcoxBossXeHPDesc,"Reading this allows you to craft the Wilcox BOSS Xe Reflex Sight Attachment:"
schematicscopeokp7reflex,"OKP-7 Reflex Sight[-] Schematic"
schematicscopeokp7reflexDesc,"Reading this allows you to craft the OKP-7 Reflex Sight Attachment:"
schematicscopeEOTech553holo,"EOTech 553[-] Schematic"
schematicscopeEOTech553holoDesc,"Reading this allows you to craft the EOTech 553 Attachment:"
schematicscopeFNP90ringreflex,"P90 Ring Reflex Sight[-] Schematic"
schematicscopeFNP90ringreflexDesc,"Reading this allows you to craft the P90 Ring Reflex Sight Attachment:"
schematicscopeElcanSpecterDR,"ELCAN SpecterDR 1x/4x Scope[-] Schematic"
schematicscopeElcanSpecterDRDesc,"Reading this allows you to craft the ELCAN SpecterDR 1x/4x Scope Attachment:"
schematicsmodscopeG36HensoldtCarryHandle3x,"G36 Hensoldt Carry Handle 3x Scope[-] Schematic"
schematicsmodscopeG36HensoldtCarryHandle3x,"Reading this allows you to craft the G36 Hensoldt Carry Handle 3x Scope Attachment:"
schematicscopeKibaArmsPrism,"Primary Arms Compact Prism 2.5x[-] Schematic"
schematicscopeKibaArmsPrismDesc,"Reading this allows you to craft the Primary Arms Compact Prism 2.5x Attachment:"
schematicscopeNPZ1p78,"NPZ 1P78-1 2.8x Scope Dovetail[-] Schematic"
schematicscopeNPZ1p78Desc,"Reading this allows you to craft the Sight Attachment:"
schematicscopeNPZ1p29,"NPZ USP-1 'Tyulpan' 4x Scope Dovetail[-] Schematic"
schematicscopeNPZ1p29Desc,"Reading this allows you to craft the NPZ USP-1 'Tyulpan' 4x Scope Dovetail Attachment:"
schematicscopeBelOMOPSO1M2,"BelOMO PSO-1M2-1 4x24 Scope Dovetail[-] Schematic"
schematicscopeBelOMOPSO1M2Desc,"Reading this allows you to craft the BelOMO PSO-1M2-1 4x24 Scope Dovetail Attachment:"
schematicscopemonstrumcompact,"Monstrum Compact Scope[-] Schematic"
schematicscopemonstrumcompactDesc,"Reading this allows you to craft the Monstrum Compact Scope Attachment:"
schematicscopeSwampFoxPrism,"SwampFox Trihawk Prism 3x30 Scope[-] Schematic"
schematicscopeSwampFoxPrismDesc,"Reading this allows you to craft the SwampFox Trihawk Prism 3x30 Scope Attachment:"
schematicscopeeotechhhshybrid,"EOTech HHS Hybrid Sight[-] Schematic"
schematicscopeeotechhhshybridDesc,"Reading this allows you to craft the EOTech HHS Hybrid Sight Attachment:"
schematicscopeacogta01NSN4x32,"Trijicon ACOG TA01NSN 4x32 Scope[-] Schematic"
schematicscopeacogta01NSN4x32Desc,"Reading this allows you to craft the Trijicon ACOG TA01NSN 4x32 Scope Attachment:"
schematicscopeacogta11D35x,"Trijicon ACOG TA11D 3.5x35 Scope[-] Schematic"
schematicscopeacogta11D35xDesc,"Reading this allows you to craft the Trijicon ACOG TA11D 3.5x35 Scope Attachment:"
schematicscopeLeupoldMark4Hamr,"Leupold Mark 4 HAMR 4x24 Hybrid Scope[-] Schematic"
schematicscopeLeupoldMark4HamrDesc,"Reading this allows you to craft the Leupold Mark 4 HAMR 4x24 Hybrid Scope Attachment:"
schematicscopeSIGBravo4,"SIG Sauer BRAVO4 4x30 Scope[-] Schematic"
schematicscopeSIGBravo4Desc,"Reading this allows you to craft the SIG Sauer BRAVO4 4x30 Scope Attachment:"
schematicscopeValdayPS320,"Valday PS-320 1/6x Scope[-] Schematic"
schematicscopeValdayPS320Desc,"Reading this allows you to craft the Valday PS-320 1/6x Scope Attachment:"
schematicscopeSBPMII18x2430mm,"Schmidt & Bender PM II 1-8x24 Scope[-] Schematic"
schematicscopeSBPMII18x2430mmDesc,"Reading this allows you to craft the Schmidt & Bender PM II 1-8x24 Scope Attachment:"
schematicscopeSBPMII320x5034mm,"Schmid & Bender PM II 3-20x50 Scope[-] Schematic"
schematicscopeSBPMII320x5034mmDesc,"Reading this allows you to craft the Schmid & Bender PM II 3-20x50 Scope Attachment:"
schematicscopeSBPMII525x5634mm,"Schmidt & Bender PM II 5-25x56 Scope[-] Schematic"
schematicscopeSBPMII525x5634mmDesc,"Reading this allows you to craft the Schmidt & Bender PM II 5-25x56 Scope Attachment:"
schematicscopeBFTac3014x2430mm,"Burris Fullfield TAC30 1-4x24 Scope[-] Schematic"
schematicscopeBFTac3014x2430mmDesc,"Reading this allows you to craft the Burris Fullfield TAC30 1-4x24 Scope Attachment:"
schematicscopeEOTVudu16x2430mm,"EOTech Vudu 1-6x24 Scope[-] Schematic"
schematicscopeEOTVudu16x2430mmDesc,"Reading this allows you to craft the EOTech Vudu 1-6x24 Scope Attachment:"
schematicscopeLeupoldMark4LR30mm,"Leupold Mark4 LR 6.5-20x50 Scope[-] Schematic"
schematicscopeLeupoldMark4LR30mmDesc,"Reading this allows you to craft the Leupold Mark4 LR 6.5-20x50 Scope Attachment:"
schematicscopeMarchTactical30mm,"March Tactical 3-24x42 Scope[-] Schematic"
schematicscopeMarchTactical30mmDesc,"Reading this allows you to craft the Sight Attachment:"
schematicscopeSIGTango6T16x2430mm,"SIG Sauer TANGO6T 1-6x24 Scope[-] Schematic"
schematicscopeSIGTango6T16x2430mmDesc,"Reading this allows you to craft the SIG Sauer TANGO6T 1-6x24 Scope Attachment:"
schematicscopeRazorHDGen216x2430mm,"Vortex Razor HD Gen.2 1-6x24 Scope[-] Schematic"
schematicscopeRazorHDGen216x2430mmDesc,"Reading this allows you to craft the Vortex Razor HD Gen.2 1-6x24 Scope Attachment:"
schematicscopeNFATACR735x5634mm,"Nightforce ATACR 7-35x56 Scope[-] Schematic"
schematicscopeNFATACR735x5634mmDesc,"Reading this allows you to craft the Nightforce ATACR 7-35x56 Scope Attachment:"
schematicscopeHensoldtFF416x5634mm,"Hensoldt FF 4-16x56 Scope[-] Schematic"
schematicscopeHensoldtFF416x5634mmDesc,"Reading this allows you to craft the Hensoldt FF 4-16x56 Scope Attachment:"
schematicscopeNCStarADO,"NcSTAR ADO P4 3-9x42 Hybrid Scope[-] Schematic"
schematicscopeNCStarADODesc,"Reading this allows you to craft the NcSTAR ADO P4 3-9x42 Hybrid Scope Attachment:"
schematicscopeKMZ1p69Weaver,"KMZ 1P69 3-10x Scope Weaver[-] Schematic"
schematicscopeKMZ1p69WeaverDesc,"Reading this allows you to craft the KMZ 1P69 3-10x Scope Weaver Attachment:"
schematicscopeKMZ1p69Dovetail,"KMZ 1P69 3-10x Scope Dovetail[-] Schematic"
schematicscopeKMZ1p69DovetailDesc,"Reading this allows you to craft the KMZ 1P69 3-10x Scope Dovetail Attachment:"

schematictacticalHolosunLS321,"LS 321 Tactical Holoscope[-] Schematic"
schematictacticalHolosunLS321Desc,"Reading this allows you to craft the LS 321 Tactical Holoscope:"
schematictacticalNCStarBlueLaser,"NC Star Blue Laser[-] Schematic"
schematictacticalNCStarBlueLaserDesc,"Reading this allows you to craft the NC Star Blue Laser:"
schematictacticalFlashlightSurefireXC1,"XC1 SureFire Flashlight[-] Schematic"
schematictacticalFlashlightSurefireXC1Desc,"Reading this allows you to craft the XC1 SureFire Flashlight:"
schematicmount_shotgun_shell_holder,"Shotgun Shell Mount Holder[-] Schematic"
schematicmount_shotgun_shell_holderDesc,"Reading this allows you to craft the Shotgun Shell Mount Holder:"
schematicmag_aa12_drum_mag_12g_32,"AA12 12g 32 Drum Mag[-] Schematic"
schematicmag_aa12_drum_mag_12g_32Desc,"Reading this allows you to craft the AA12 12g 32 Drum Mag:"
schematicstock_ar15_colt_n1,"AR15 Colt N1 Stock[-] Schematic"
schematicstock_ar15_colt_n1Desc,"Reading this allows you to craft the AR15 Colt N1 Stock:"
schematicstock_ar15_magpul_acs_carbine,"AR15 ACS Stock Carbine[-] Schematic"
schematicstock_ar15_magpul_acs_carbineDesc,"Reading this allows you to craft the AR15 ACS Stock Carbine:"
schematicstock_sig_magpul_ucs,"UCS Sig Magpul Stock[-] Schematic"
schematicstock_sig_magpul_ucsDesc,"Reading this allows you to craft the UCS Sig Magpul Stock:"
schematicscopeaimpointAcroP1_backup,"Aimpoint ACRO P-1 Reflex Sight(Backup)[-] Schematic"
schematicscopeaimpointAcroP1_backupDesc,"Reading this allows you to craft the Aimpoint ACRO P-1 Reflex Sight(Backup):"
schematicscopeaimpointMicroH2_backup,"Aimpoint Micro H-2 reflex sight (Backup)[-] Schematic"
schematicscopeaimpointMicroH2_backupDesc,"Reading this allows you to craft the Aimpoint Micro H-2 reflex sight (Backup):"
schematicscopeaimpointMicroT1_backup,"Aimpoint Micro T-1 reflex sight(Backup)[-] Schematic"
schematicscopeaimpointMicroT1_backupDesc,"Reading this allows you to craft the Aimpoint Micro T-1 reflex sight(Backup):"
schematicscopeBelOMOpk06_backup,"BelOMO PK-06 reflex sight(Backup)[-] Schematic"
schematicscopeBelOMOpk06_backupDesc,"Reading this allows you to craft the BelOMO PK-06 reflex sight(Backup):"
schematicscopeburrisfastfire_backup,"Burris FastFire 3 reflex sight(Backup)[-] Schematic"
schematicscopeburrisfastfire_backupDesc,"Reading this allows you to craft the Burris FastFire 3 reflex sight(Backup):"
schematicscopeSIGromeo4_backup,"SIG Sauer ROMEO4 reflex sight(Backup)[-] Schematic"
schematicscopeSIGromeo4_backupDesc,"Reading this allows you to craft the SIG Sauer ROMEO4 reflex sight(Backup):"
schematicscopeRMR_backup,"Trijicon RMR reflex sight(Backup)[-] Schematic"
schematicscopeRMR_backupDesc,"Reading this allows you to craft the Aimpoint ACRO P-1 Reflex Sight(Backup):"
schematicscopeleupolddeltapoint_backup,"Leupold DeltaPoint reflex sight(Backup)[-] Schematic"
schematicscopeleupolddeltapoint_backupDesc,"Reading this allows you to craft the Leupold DeltaPoint reflex sight(Backup):"

schematicsmag_ppsh_zis_std_762x25_71,"PPSh 71-Round Magazine[-] Schematic"
schematicsmag_ppsh_zis_std_762x25_71Desc,"Reading this allows you to craft the PPSh 71-Round Magazine Attachment"
schematicmag_tt_custom_drum_762x25_75,"TT-33 75-Round[-] Schematic"
schematicmag_tt_custom_drum_762x25_75Desc,"Reading this allows you to craft the TT-33 75-Round Attachment"
schematicmag_pm_custom_9x18pm_84,"PM 84-Round Magazine[-] Schematic"
schematicmag_pm_custom_9x18pm_84Desc,"Reading this allows you to craft the PM 84-Round Magazine Attachment"
schematicmag_kedr_custom_9x18pm_75,"KEDR 75-Round Magazine[-] Schematic"
schematicmag_kedr_custom_9x18pm_75Desc,"Reading this allows you to craft the KEDR 75-Round Magazine Attachment"
schematicmag_pp_19_01_f5mfg_kr9_drum_mag_9x19_50,"PP 50-Round Drum Magazine[-] Schematic"
schematicmag_pp_19_01_f5mfg_kr9_drum_mag_9x19_50Desc,"Reading this allows you to craft the PP 50-Round Drum Magazine Attachment"
schematicmag_sr2m_custom_taped_9x21_60,"SR2M 60-Round Magazine[-] Schematic"
schematicmag_sr2m_custom_taped_9x21_60Desc,"Reading this allows you to craft the SR2M 60-Round Magazine Attachment"
schematicmag_uzi_iwi_9x19_50,"Uzi (IWI) 50-Round Magazine[-] Schematic"
schematicmag_uzi_iwi_9x19_50Desc,"Reading this allows you to craft the Uzi(IWI) 50-Round Magazine Attachment"
schematicmag_mp5_x_products_x_5_9x19_50,"MP5(X-Products) 50-Round Magazine[-] Schematic"
schematicmag_mp5_x_products_x_5_9x19_50Desc,"Reading this allows you to craft the MP5(X-Products) 50-Round Magazine Attachment"
schematicmag_uzi_beta_cmag_9x19_100,"Uzi(beta-CMAG) 100-Round Magazine[-] Schematic"
schematicmag_uzi_beta_cmag_9x19_100Desc,"Reading this allows you to craft the Uzi(beta-CMAG) 100-Round Magazine Attachment"
schematicmag_glock_glock_big_stick_9x19_33,"Glock(Big Stick) 33-Round Magazine[-] Schematic"
schematicmag_glock_glock_big_stick_9x19_33Desc,"Reading this allows you to craft the Glock(Big Stick) 33-Round Magazine Attachment"
schematicmag_glock_sgmt_glock_drum_50_9x19_50,"Glock(SGMT) 50-Round Drum Magazine[-] Schematic"
schematicmag_glock_sgmt_glock_drum_50_9x19_50Desc,"Reading this allows you to craft the Glock(SGMT) 50-Round Drum Magazine Attachment"
schematicmag_glock_beta_cmag_9x19_100,"Glock(Beta Cmag) 100-Round Magazine[-] Schematic"
schematicmag_glock_beta_cmag_9x19_100Desc,"Reading this allows you to craft the Glock(Beta Cmag) 100-Round Magazine Attachment"
schematicmag_mpx_tti_sig_mag_w_base_pad_9x19_41,"MPX TTI SIG(w_Base) 41_Round Magazine[-] Schematic"
schematicmag_mpx_tti_sig_mag_w_base_pad_9x19_41Desc,"Reading this allows you to craft the MPX TTI SIG(w_Base) 41_Round Magazine Attachment"
schematicmag_mpx_f5_mpx_drum_9x19_50,"MPX(F5) 50-Round Magazine[-] Schematic"
schematicmag_mpx_f5_mpx_drum_9x19_50Desc,"Reading this allows you to craft the MPX(F5) 50-Round Magazine Attachment"
schematicmag_ump45_omnitech_casket_45acp_50,"UMP5 Omnitech Casket(45ACP) 50-Round Magazine[-] Schematic"
schematicmag_ump45_omnitech_casket_45acp_50Desc,"Reading this allows you to craft the UMP5 Omnitech Casket(45ACP) 50-Round Magazine Attachment"
schematicmag_ump45_custom_cmag_45acp_100,"UMP45(45ACP) 100-Round Magazine[-] Schematic"
schematicmag_ump45_custom_cmag_45acp_100Desc,"Reading this allows you to craft the UMP45(45ACP) 100-Round Magazine Attachment"
schematicmag_thompson_m1921a_drum_45acp_100,"Thompson 100-Round Drum Magazine[-] Schematic"
schematicmag_thompson_m1921a_drum_45acp_100Desc,"Reading this allows you to craft the Thompson 100-Round Drum Magazine Attachment"
schematicmag_kriss_vector_omnitech_v50_45acp_50,"Kriss Vector(Omitech) 50-Roound Magazine[-] Schematic"
schematicmag_kriss_vector_omnitech_v50_45acp_50Desc,"Reading this allows you to craft the Kriss Vector(Omitech) 50-Roound Magazine Attachment"
schematicmag_glock_beta_cmag_45acp_100,"Glock(CMAG) 100-Round Magazine[-] Schematic"
schematicmag_glock_beta_cmag_45acp_100Desc,"Reading this allows you to craft the Glock(CMAG) 100-Round Magazine Attachment"
schematicmag_mp7_hk_std_46x30_40,"MP7 40-Round Magazine[-] Schematic"
schematicmag_mp7_hk_std_46x30_40Desc,"Reading this allows you to craft the MP7 40-Round Magazine Attachment"
schematicmag_mp7_custom_box_46x30_90,"MP7 90-Round Magazine[-] Schematic"
schematicmag_mp7_custom_box_46x30_90Desc,"Reading this allows you to craft the MP7 90-Round Magazine Attachment"
schematicmag_p90_custom_zaku_drum_57x28_100,"P90 100-Round Magazine[-] Schematic"
schematicmag_p90_custom_zaku_drum_57x28_100Desc,"Reading this allows you to craft the P90 100-Round Magazine Attachment"
schematicmag_p90_custom_zaku_drum_57x28_135,"P90 135-Round Magazine[-] Schematic"
schematicmag_p90_custom_zaku_drum_57x28_135Desc,"Reading this allows you to craft the P90 135-Round Magazine Attachment"
schematicmag_p90_custom_zaku_drum_57x28_200,"[FFD700]P90 200-Round Magazine[-] Schematic"
schematicmag_p90_custom_zaku_drum_57x28_200Desc,"Reading this allows you to craft the P90 200-Round Magazine Attachment"
schematicmag_ak74_izhmash_6L18_545x39_45,"AK74 45-Round Magazine[-] Schematic"
schematicmag_ak74_izhmash_6L18_545x39_45Desc,"Reading this allows you to craft the AK74 45-Round Magazine Attachment"
schematicmag_ak74_izhmash_6L31_545x39_60,"AK74 60-Round Magazine[-] Schematic"
schematicmag_ak74_izhmash_6L31_545x39_60Desc,"Reading this allows you to craft the AK74 60-Round Magazine Attachment"
schematicmag_ak_izhmash_rpk16_drum_545x39_95,"AK74 95-Round Magazine[-] Schematic"
schematicmag_ak_izhmash_rpk16_drum_545x39_95Desc,"Reading this allows you to craft the AK74 95-Round Magazine Attachment"
schematicmag_sks_promag_aalvx35_762x39_35,"SKS(Promag) 35-Round Magazine[-] Schematic"
schematicmag_sks_promag_aalvx35_762x39_35Desc,"Reading this allows you to craft the SKS(Promag) 35-Round Magazine Attachment"
schematicmag_sks_kci_drum_762x39_75,"SKS(KCI) 75-Round Drum Magazine[-] Schematic"
schematicmag_sks_kci_drum_762x39_75Desc,"Reading this allows you to craft the SKS(KCI) 75-Round Drum Magazine Attachment"
schematicmag_ak_izhmash_rpk_std_61_sector_762x39_40,"AK 40-Round Magazine[-] Schematic"
schematicmag_ak_izhmash_rpk_std_61_sector_762x39_40Desc,"Reading this allows you to craft the AK 40-Round Magazine Attachment"
schematicmag_ak_x_products_x_47_drum_762x39_50,"AK 50-Round Magazine[-] Schematic"
schematicmag_ak_x_products_x_47_drum_762x39_50Desc,"Reading this allows you to craft the AK 50-Round Magazine Attachment"
schematicmag_ak_molot_rpk_drum_762x39_75,"AK 75-Round Magazine[-] Schematic"
schematicmag_ak_molot_rpk_drum_762x39_75Desc,"Reading this allows you to craft the AK 75-Round Magazine Attachment"
schematicmag_ak_steel_drum_762x39_100,"AK 100-Round Drum Magazine[-] Schematic"
schematicmag_ak_steel_drum_762x39_100Desc,"Reading this allows you to craft the AK 100-Round Drum Magazine Attachment"
schematicmag_rpd_custom_box_762x39_200,"[FFD700]RPD 200-Round Magazine[-] Schematic"
schematicmag_rpd_custom_box_762x39_200Desc,"Reading this allows you to craft the RPD 200-Round Magazine Attachment"
schematicmag_ar10_xmag_762x51_35,"AR10(XMAG) 35-Round Magazine[-] Schematic"
schematicmag_ar10_xmag_762x51_35Desc,"Reading this allows you to craft the AR10(XMAG) 35-Round Magazine Attachment"
schematicmag_fal_ds_arms_fal_sa58_762x51_30,"Fal 30-Round Magazine[-] Schematic"
schematicmag_fal_ds_arms_fal_sa58_762x51_30Desc,"Reading this allows you to craft the Fal 30-Round Magazine Attachment"
schematicmag_fal_x_products_x_fal_762x51_50,"Fal 50-Round Magazine[-] Schematic"
schematicmag_fal_x_products_x_fal_762x51_50Desc,"Reading this allows you to craft the Fal 50-Round Magazine Attachment"
schematicmag_m14_x_products_drum_magazine_m14_762x51_50,"M14 50-Round Drum Magazine[-] Schematic"
schematicmag_m14_x_products_drum_magazine_m14_762x51_50Desc,"Reading this allows you to craft the M14 50-Round Drum Magazine Attachment"
schematicmag_mk17_x_drum_magazine_scar_h_762x51_50,"MK17 50-Round Drum Magazine[-] Schematic"
